show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5488,Movie,Wild Oats,Andy Tennant,"Shirley MacLaine, Jessica Lange, Billy Connolly, Santiago Segura, Howard Hesseman, Matt Walsh, Jay Hayden, Rebecca Da Costa, Demi Moore","Germany, United States","May 13, 2017",2016,PG-13,86 min,Comedies,"insurance accidentally pay million , retire teacher eva pal maddie head canary island adventure life ."
s5489,TV Show,All Hail King Julien: Exiled,,"Danny Jacobs, Andy Richter, Kevin Michael Richardson, India de Beaufort, Jeff Bennett, Maurice LaMarche",,"May 12, 2017",2017,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","julien 's dethrone , loyal friend unlikely ally propel lovable lemur colorful journey take back kingdom ."
s5490,Movie,Get Me Roger Stone,"Dylan Bank, Daniel DiMauro, Morgan Pehme",Roger Stone,United States,"May 12, 2017",2017,TV-MA,101 min,Documentaries,"examine rise , fall rebirth political operative roger stone , 's influential member team trump decade ."
s5491,Movie,Mindhorn,Sean Foley,"Julian Barratt, Andrea Riseborough, Essie Davis, Russell Tovey, Simon Farnaby, Steve Coogan, Richard McCabe, David Schofield, Nicholas Farrell, Jessica Barden",United Kingdom,"May 12, 2017",2017,TV-MA,88 min,"Comedies, Cult Movies, Independent Movies","twisted killer tell police 'll speak fictional 1980s tv detective , washed-up actor play take gig ."
s5492,Movie,Sahara,Pierre Coré,"Robert Naylor, Angela Galuppo, Daniel Brochu, Mark Hauser, Andrew Shaver, Mathew Mackay, Richard Dumont, Brady Moffatt, Rick Jones, Nadia Verrucci, Sonja Ball","France, Canada","May 12, 2017",2017,TV-Y7,86 min,Children & Family Movies,"new love capture evil snake charmer , young cobra scorpion best friend set across desert wild rescue mission ."
s5493,Movie,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Liz Plonka,Norm MacDonald,United States,"May 9, 2017",2017,TV-MA,61 min,Stand-Up Comedy,"new stand-up special , norm macdonald delivers sly , deadpan observation old - perhaps even wise - point view ."
s5494,Movie,Handsome: A Netflix Mystery Movie,Jeff Garlin,"Jeff Garlin, Natasha Lyonne, Amy Sedaris, Steven Weber, Christine Woods, Eddie Pepitone, Timm Sharp, Brad Morris, Leah Remini, Ava Acres",United States,"May 5, 2017",2017,TV-MA,81 min,Comedies,homicide detective gene handsome set solve woman 's murder search clue 's miss personal life .
s5495,TV Show,Kazoops!,,"Reece Pockney, Scott Langley, Alex Babic, Gemma Harvey, Jessica Hann, Emma Tate",Australia,"May 5, 2017",2017,TV-Y,3 Seasons,Kids' TV,music meet imagination inventive animated series think outside box fun .
s5496,Movie,Simplemente Manu NNa,"Jan Suter, Raúl Campos",Manu NNa,Mexico,"May 5, 2017",2017,TV-MA,72 min,Stand-Up Comedy,eclectic stand-up comic manu nna relay everyday tale struggle gay mexico share love telenovelas mezcal .
s5497,Movie,The Mars Generation,Michael Barnett,"Neil deGrasse Tyson, Bill Nye, Michio Kaku",United States,"May 5, 2017",2017,TV-PG,98 min,"Children & Family Movies, Documentaries","self-professed teenage `` space nerd '' space camp chase dream travel mar , expert reflect nasa 's history future ."
s5498,Movie,Maria Bamford: Old Baby,Jessica Yu,Maria Bamford,United States,"May 2, 2017",2017,TV-MA,64 min,Stand-Up Comedy,"maria bamford perform rapid-fire , playful stand-up set crowd park bench , bowl alley la theater roving comedy special ."
s5499,Movie,A Yellow Bird,K. Rajagopal,"Sivakumar Palakrishnan, Huang Lu, Seema Biswas, Udaya Soundari, Nithiyia Rao, Indra Chandran","Singapore, France","May 1, 2017",2016,TV-MA,111 min,"Dramas, Independent Movies, International Movies","singapore , homeless ex-convict hoping reunite family form bond chinese sex worker serve bodyguard ."
s5500,Movie,Chaahat,Mahesh Bhatt,"Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher, Ramya Krishnan, Avtar Gill, Mushtaq Khan",India,"May 1, 2017",1996,TV-14,148 min,"Dramas, International Movies, Romantic Movies",vulnerable singer force choose girl love another develop unhealthy obsession .
s5501,Movie,English Babu Desi Mem,Praveen Nischol,"Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey, Kiran Kumar, Baba Brahmbhatt, Ishita Haria, Sunny Singh, Gulshan Bawra",India,"May 1, 2017",1996,TV-14,163 min,"Comedies, Dramas, International Movies","brother dy , wealthy vikram reluctantly return india form surprise bond orphan nephew showgirl raise ."
s5502,Movie,He Even Has Your Eyes,Lucien Jean-Baptiste,"Lucien Jean-Baptiste, Aissa Maiga, Zabou Breitman, Vincent Elbaz, Michel Jonasz, Naidra Ayadi, Marie-Philomène Nga, Bass Dhem, Delphine Théodore","France, Belgium","May 1, 2017",2016,TV-MA,95 min,"Comedies, International Movies","french-african couple paul sali discover longed-for baby adopt white , family chaos confrontation ensue ."
s5503,Movie,In the Shadow of Iris,Jalil Lespert,"Romain Duris, Charlotte Le Bon, Jalil Lespert, Camille Cottin, Adel Bencherif, Sophie Verbeeck, Hélène Barbry","France, Belgium","May 1, 2017",2016,TV-MA,99 min,"Dramas, International Movies, Thrillers","sudden disappearance wealthy banker 's wife crack open dizzying world secret fetish , desperate act elaborate deception ."
s5504,Movie,JFK: The Making of a President,Edward Cotterill,,United Kingdom,"May 1, 2017",2017,TV-PG,44 min,Documentaries,"explore john f. kennedy 's worldview influence young year , endure poor health , family tragedy demanding father ."
s5505,Movie,Kiss & Cry,Sean Cisterna,"Sarah Fisher, Luke Bilyk, Chantal Kreviazuk, Sergio Di Zio, Denis Akiyama, Julia Tomasone, Brittany Bristow, Zoë Belkin, Lauren Esdale, Naomi Snieckus",Canada,"May 1, 2017",2017,TV-MA,93 min,"Dramas, International Movies, Romantic Movies","face rare form throat cancer , teen figure skater carley allison find strength sing online audience biopic ."
s5506,Movie,Loev,Sudhanshu Saria,"Shiv Pandit, Dhruv Ganesh, Siddharth Menon, Rishabh Chaddha",India,"May 1, 2017",2015,TV-MA,89 min,"Dramas, Independent Movies, International Movies",life upended hiking trip lead wall street hotshot explore true feeling old pal 's disenchant boyfriend .
s5507,Movie,Mostly Sunny,Dilip Mehta,Sunny Leone,Canada,"May 1, 2017",2016,TV-MA,83 min,"Documentaries, International Movies","explore unconventional career sunny leone , transition adult film star bollywood actress reality tv star ."
s5508,Movie,The Next Skin,"Isaki Lacuesta, Isa Campo","Àlex Monner, Emma Suárez, Sergi López, Bruno Todeschini, Igor Szpakowski, Sílvia Bel, Greta Fernández, Mikel Iglesias","Spain, Switzerland","May 1, 2017",2016,TV-MA,104 min,"Dramas, International Movies","withdrawn , long-missing teenager reappears chilly alpine town , heartbroken family begin wonder 's actually say ."
s5509,Movie,Casting JonBenet,Kitty Green,,"United States, Australia, China","April 28, 2017",2017,TV-14,81 min,Documentaries,local actor jonbenet ramsey 's hometown offer multiple perspective 1996 murder vie play role dramatization case .
s5510,TV Show,Jumping Girl,,"Luna, U-kwon, Ha-na Jung, B-Bomb, Ha-seong Park",South Korea,"April 28, 2017",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","sang-ah would anything shield pop star ah-shin rabid fan . act protection go wrong , look like 's crazy one ."
s5511,TV Show,President,,"Su-jong Choi, Hee-Ra Ha, Jay Kim, Ji-hye Wang, Shin-il Kang",South Korea,"April 28, 2017",2010,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","ambitious , talented politician embarks intense journey toward win presidency juggle complicate family affair ."
s5512,Movie,Rodney King,Spike Lee,Roger Guenveur Smith,United States,"April 28, 2017",2017,TV-MA,53 min,Dramas,roger guenveur smith give voice man center brutal police beating help fuel 1992 la riot . spike lee directs .
s5513,Movie,Small Crimes,Evan Katz,"Nikolaj Coster-Waldau, Gary Cole, Molly Parker, Macon Blair, Pat Healy, Jacki Weaver, Robert Forster","Canada, United States","April 28, 2017",2017,TV-MA,95 min,"Dramas, Thrillers","serve six-year prison sentence , ex-cop try rebuild life hometown , get catch fallout past ."
s5514,TV Show,What in the World Happened?,,"Eun-mi Go, Jaehyo, Eun-Hyung Jo, Ha-yeon Kim, Shin Yi, Kwang-sun Park",South Korea,"April 28, 2017",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",happy secret romance 40-year-old woman 25-year-old man complicate greet card grant wish young .
s5515,TV Show,Mar de Plástico,,"Rodolfo Sancho, Belén López, Pedro Casablanc, Luis Fernández, Patrick Criado, Nya de la Rubia, Jesús Castro, Fernando Cayo",Spain,"April 27, 2017",2017,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","town southern spain racial tension run high among worker many greenhouse , cop investigate murder young woman ."
s5516,Movie,Dear Zindagi,Gauri Shinde,"Alia Bhatt, Shah Rukh Khan, Ira Dubey, Yashaswini Dayama, Gautmik, Raj Bhansali, Rohit Saraf, Atul Kale, Kunal Kapoor, Angad Bedi, Ali Zafar, Aditya Roy Kapoor",India,"April 25, 2017",2016,TV-14,149 min,"Comedies, Dramas, International Movies",young cinematographer bright professional future lack empathy learn importance balance ambition humanity .
s5517,Movie,Shepherds and Butchers,Oliver Schmitz,"Steve Coogan, Andrea Riseborough, Garion Dowds, Robert Hobbs, Deon Lotz, Marcel Van Heerden, Lauren Steyn","South Africa, United States, Germany","April 25, 2017",2016,R,106 min,"Dramas, International Movies","young prison guard commits murder south africa , ardent lawyer aim prove psychologically unbalance role execution ."
s5518,Movie,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,"Felix Herngren, Måns Herngren","Robert Gustafsson, Jens Hultén, Caroline Boulton, Colin McFarlane, Cory Peterson, Jay Simpson, David Schaal",Sweden,"April 25, 2017",2016,TV-MA,108 min,"Comedies, International Movies","need money , eccentric ex-spy young octogenarian partner embark international quest valuable soviet soda formula ."
s5519,Movie,Vir Das: Abroad Understanding,Marcus Raboy,Vir Das,United States,"April 25, 2017",2017,TV-MA,66 min,Stand-Up Comedy,"comedian vir da tackle nationalism , globalism , good food bad politics two cleverly crosscut performance new york new delhi ."
s5520,TV Show,Fangbone,,"Taylor Abrahamse, Colin Doyle, Juan Chioran, Kathleen Laskey, Stacey DePass, Mike Kiss",Canada,"April 22, 2017",2016,TV-Y7,1 Season,"Kids' TV, TV Comedies","magically transport far-off skullbania , young barbarian team odd third-grader protect homeland evil sorcerer ."
s5521,TV Show,Girlboss,,"Britt Robertson, Ellie Reed, Johnny Simmons, Alphonso Mcauley",United States,"April 21, 2017",2017,TV-MA,1 Season,TV Comedies,"rebellious break , sophia stumble create online business learn bos . comedy inspire best-selling memoir ."
s5522,TV Show,Hot Girls Wanted: Turned On,"Jill Bauer, Ronna Gradus, Rashida Jones",,United States,"April 21, 2017",2017,TV-MA,1 Season,Docuseries,"personal story reveal intersection sex , technology intimate relationship rewire u fundamental way ."
s5523,Movie,Sand Castle,Fernando Coimbra,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez",United States,"April 21, 2017",2017,TV-MA,113 min,"Action & Adventure, Dramas, Independent Movies","invasion iraq 2003 , reluctant soldier 's platoon dispatch dangerous mission repair hostile village 's water system ."
s5524,TV Show,The Mr. Peabody and Sherman Show,,"Chris Parnell, Max Charles, Dieter Jansen, Da'Vine Joy Randolph",United States,"April 21, 2017",2017,TV-Y7,4 Seasons,"Kids' TV, TV Comedies","mr. peabody sherman host zany late-night comedy show swanky penthouse , time-traveling historical figure live audience ."
s5525,Movie,Tramps,Adam Leon,"Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia, Margaret Colin, Louis Cancelmi, Rachel Zeiger-Haag, Dane Martinez",United States,"April 21, 2017",2017,TV-MA,83 min,"Dramas, Independent Movies, Romantic Movies","pull shady briefcase swap different reason , young stranger danny ellie spend eventful night together deal go wrong ."
s5526,Movie,Lucas Brothers: On Drugs,Jay Chapman,"Keith Lucas, Kenny Lucas",United States,"April 18, 2017",2017,TV-MA,50 min,Stand-Up Comedy,"deadpan twin comic keith kenny lucas take stage brooklyn set touch drug , race , deion sander , teacher o.j . simpson ."
s5527,Movie,Bibi & Tina,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Ruby O. Fee, Charly Hübner, Michael Maertens, Winnie Böwe, Fabian Buch, Max von der Groeben, Martin Seifert",Germany,"April 15, 2017",2014,TV-PG,97 min,"Children & Family Movies, Music & Musicals",teen witch bibi horse-loving tina face trouble posh girl flirt tina 's boyfriend crook set greedy eye promising foal .
s5528,Movie,Bibi & Tina II,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Emilio Moutaoukkil, Michael Maertens, Martin Seifert, Winnie Böwe, Fabian Buch, Mavie Hörbiger, Olli Schulz, Charly Hübner, Milan Peschel",Germany,"April 15, 2017",2014,TV-14,105 min,"Children & Family Movies, Music & Musicals","robber hit falkenstein castle , teen witch bibi pal tina hunt crook , devise plan save neighbor ' fail ranch ."
s5529,Movie,Bibi & Tina: Girls Versus Boys,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Tilman Pörzgen, Philipp Laude, Charly Hübner, Louis Held, Benjamin Lutzke, Max von der Groeben, Kostja Ullmann, Michael Maertens, Fabian Buch, Winnie Böwe",Germany,"April 15, 2017",2016,TV-14,107 min,"Children & Family Movies, Music & Musicals","summer camp , young bibi friend pit boy treasure hunt . 's witch lose power ?"
s5530,Movie,Slam,Andrea Molaioli,"Ludovico Tersigni, Jasmine Trinca, Luca Marinelli, Barbara Ramella, Gianluca Broccatelli, Pietro Ragusa, Fiorenza Tessari",Italy,"April 15, 2017",2017,TV-MA,99 min,"Comedies, Dramas, International Movies","teen father-to-be sam imago future young parent find surprising mentor read idol , pro skateboarder tony hawk ."
s5531,Movie,The Wedding Party,Kemi Adetiba,"Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe",Nigeria,"April 15, 2017",2016,TV-14,101 min,"Comedies, Dramas, International Movies","big day arrive , couple 's lavish wedding plan turn nightmare ex , fight parent uninvited guest ."
s5532,Movie,Arctic Heart,Marie Madinier,"Charlotte Le Bon, Guillaume Canet, Anne Le Ny, Patrick d'Assumçao, Damien Chapelle, Xavier Beauvois, Vincent Launay-Franceschini","France, Belgium","April 14, 2017",2016,TV-14,81 min,"Dramas, International Movies, Romantic Movies","madly love brilliant scientist study immunizing protein produce penguin , timid med student offer body research ."
s5533,Movie,Our Lovers,Miguel Ángel Lamata,"Eduardo Noriega, Michelle Jenner, Fele Martínez, Amaia Salamanca",Spain,"April 14, 2017",2016,TV-MA,92 min,"Comedies, Dramas, International Movies","love-challenged man woman meet bookshop bar begin date , shop - without know anything ."
s5534,Movie,Sandy Wexler,Steven Brill,"Adam Sandler, Jennifer Hudson, Kevin James, Terry Crews, Rob Schneider, Colin Quinn, Nick Swardson, Lamorne Morris, Arsenio Hall, Jamie Gray Hyder",United States,"April 14, 2017",2017,TV-14,131 min,Comedies,"hapless dedicated talent manager sign first client actually talent , career finally start take ."
s5535,Movie,Macho,Antonio Serrano,"Miguel Rodarte, Cecilia Suárez, Aislinn Derbez, Renato López, Mario Iván Martínez, Valeria Vera, David Zorrilla, Ana de la Reguera, Manolo Cardona, Ofelia Medina",Mexico,"April 12, 2017",2016,TV-MA,101 min,"Comedies, International Movies, LGBTQ Movies",famous designer 's always pretend gay find crisis mode threaten exposure woman-chasing straight guy .
s5536,Movie,Kevin Hart: What Now?,Leslie Small,"Kevin Hart, Don Cheadle, Halle Berry, Ed Helms, David Meunier",United States,"April 11, 2017",2016,R,96 min,Stand-Up Comedy,"frenetic comic kevin hart hit philadelphia dish suburban wildlife , jean short fine art get even 7-year-old ."
s5537,Movie,Frat Star,"Grant S. Johnson, Ippsie Jones","Connor Lawrence, Justin Mark, Cathryn Dylan, Chris Elliott, Tyler Weaks, Max Sheldon, Austin Ramsey, Peter O'Connor, Nicole Balsam, Kaitlin Mesh",United States,"April 10, 2017",2017,TV-MA,85 min,Comedies,freshman uninterested join fraternity convince pledge rich roommate introduce world darker ever dream .
s5538,TV Show,The Miracle,,"Donghyun Kim, Nahyun, Yang Hak Jin, Yoon Hwa Hong",South Korea,"April 10, 2017",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","polar opposite personality look , fraternal twin sister live completely different life wake one day find 've switch body ."
s5539,TV Show,The Get Down,,"Justice Smith, Shameik Moore, Herizen Guardiola, Skylan Brooks, Tremaine Brown,  Jr., Yahya Abdul-Mateen II, Jimmy Smits, Giancarlo Esposito, Kevin Corrigan, Stefanee Martin, Shyrley Rodriguez, Eric Bogosian, Michel Gill, Mamoudou Athie",United States,"April 7, 2017",2017,TV-MA,2 Seasons,TV Dramas,"1977 new york city , talented soulful youth south bronx chase dream breakneck beat transform music history ."
s5540,Movie,The Lighthouse of the Orcas,Gerardo Olivares,"Maribel Verdú, Joaquín Furriel, Joaquín Rapalini","Spain, Argentina","April 7, 2017",2016,TV-MA,110 min,"Dramas, International Movies, Romantic Movies",mother travel patagonia autistic son hope ranger pod wild orca help find emotional connection .
